PRODUCT_ID,SALE_DATE,SALE_UNITS,SALE_PRICE,ACTIVE_STORES
6107,2017-01-08,288.0,4.310416666666667,10.0
6110,2017-01-08,384.0,6.30578125,14.0
52989,2017-01-08,12.0,9.441666666666666,2.0
16376,2017-01-08,6.0,13.876666666666665,3.0
52984,2017-01-08,6.0,7.463333333333334,1.0
16383,2017-01-08,63.0,8.806031746031747,9.0
16384,2017-01-08,27.0,8.806296296296297,6.0
52977,2017-01-08,8.0,11.7525,4.0
16386,2017-01-08,69.0,7.704492753623189,10.0
52902,2017-01-08,48.0048,4.540379295403793,7.0
17232,2017-01-08,6.0,6.833333333333333,1.0
5974,2017-01-08,48.0,9.805833333333334,4.0
18292,2017-01-08,12.0,7.75,2.0
18465,2017-01-08,24.0,2.5704166666666666,3.0
19788,2017-01-08,6.0,15.0,1.0
18317,2017-01-08,84.0,7.589880952380952,6.0
18236,2017-01-08,4.0,13.5,1.0
18336,2017-01-08,36.0,4.797777777777778,3.0
18238,2017-01-08,42.0,7.145952380952381,4.0
17829,2017-01-08,60.0,9.058833333333332,5.0
18335,2017-01-08,18.0,19.75,3.0
18322,2017-01-08,120.0,10.833333333333334,12.0
19792,2017-01-08,12.0,12.4,2.0
18283,2017-01-08,18.0,7.224444444444446,3.0
18291,2017-01-08,73.9998,6.49853107711102,10.0
18318,2017-01-08,8.0,14.625,1.0
19793,2017-01-08,6.0,15.0,1.0
18282,2017-01-08,76.0002,6.333930700182368,9.0
34672,2017-01-08,632.0,15.825617088607597,29.0
22326,2017-01-08,18.0,16.0,3.0
18468,2017-01-08,18.0,2.455,2.0
17823,2017-01-08,6.0,9.051666666666668,1.0
19779,2017-01-08,42.0,12.399999999999999,5.0
52895,2017-01-08,1152.0,4.780815972222222,29.0
17826,2017-01-08,30.0,7.712000000000001,3.0
52901,2017-01-08,24.0048,4.300806505365594,6.0
18466,2017-01-08,6.0,2.408333333333333,1.0
18322,2017-01-15,138.0,10.913260869565217,18.0
53089,2017-01-15,27.0,6.766666666666667,9.0
6107,2017-01-15,192.0,4.320208333333333,16.0
5982,2017-01-15,0.0,8.2975,1.0
18468,2017-01-15,30.0,2.815,6.0
52989,2017-01-15,42.0,9.411904761904761,8.0
19792,2017-01-15,18.0,12.4,4.0
18318,2017-01-15,0.0,14.625,1.0
16376,2017-01-15,16.0,10.3925,10.0
52984,2017-01-15,6.0,7.463333333333334,2.0
19772,2017-01-15,30.0,12.4,5.0
53090,2017-01-15,0.0,4.2908333333333335,4.0
16383,2017-01-15,45.0,7.631777777777778,12.0
19793,2017-01-15,0.0,15.0,1.0
6110,2017-01-15,504.0,6.381845238095239,24.0
52996,2017-01-15,12.0,14.360833333333332,8.0
18466,2017-01-15,24.0,2.7895833333333333,4.0
6057,2017-01-15,516.0,8.875620155038758,30.0
6007,2017-01-15,144.0,7.158055555555555,9.0
18465,2017-01-15,24.0,2.7895833333333333,6.0
53045,2017-01-15,21.0,6.29,8.0
6008,2017-01-15,1056.0,7.699119318181818,33.0
53028,2017-01-15,27.0,7.275185185185184,9.0
6002,2017-01-15,594.0,20.356531986531984,36.0
6011,2017-01-15,4.0,6.9425,1.0
6092,2017-01-15,352.0,16.272357954545456,28.0
53027,2017-01-15,27.0,6.427777777777777,9.0
6012,2017-01-15,228.0,11.853245614035087,17.0
19779,2017-01-15,30.0,12.4,7.0
53026,2017-01-15,15.0,6.996666666666666,8.0
18336,2017-01-15,36.0,4.763333333333334,5.0
5996,2017-01-15,0.0,4.291666666666667,1.0
53010,2017-01-15,12.0,12.694166666666666,6.0
18335,2017-01-15,36.0,19.75,6.0
19788,2017-01-15,30.0,15.2,6.0
16384,2017-01-15,9.0,2.9355555555555557,8.0
52901,2017-01-15,20.003999999999998,4.779044191161769,11.0
18317,2017-01-15,120.0,7.6810833333333335,15.0
18232,2017-01-15,24.0,7.683333333333334,4.0
5974,2017-01-15,48.0,9.805833333333334,7.0
52921,2017-01-15,18.0,9.815,5.0
22330,2017-01-15,6.0,6.666666666666667,1.0
17829,2017-01-15,36.0,9.06361111111111,6.0
16407,2017-01-15,12.0,9.243333333333332,7.0
16416,2017-01-15,12.0012,18.83728293837283,9.0
52920,2017-01-15,10.0,9.815000000000001,5.0
34672,2017-01-15,680.0,15.826426470588235,33.0
16480,2017-01-15,3.0,4.883333333333334,2.0
52916,2017-01-15,44.004,4.779565494045996,12.0
17826,2017-01-15,48.0,7.697500000000001,7.0
16517,2017-01-15,63.0,6.689841269841271,18.0
52909,2017-01-15,42.0,4.779999999999999,13.0
17823,2017-01-15,0.0,9.051666666666668,1.0
17221,2017-01-15,72.0,7.077777777777778,7.0
52905,2017-01-15,66.0,4.78,13.0
52895,2017-01-15,1344.0,4.782641369047619,34.0
17222,2017-01-15,324.0,2.0,19.0
17224,2017-01-15,24.0,12.75,7.0
52902,2017-01-15,44.004,4.779565494045996,12.0
16405,2017-01-15,63.0,6.91,17.0
52977,2017-01-15,4.0,12.695,6.0
22326,2017-01-15,30.0,16.0,6.0
16401,2017-01-15,48.0,7.697500000000001,6.0
16386,2017-01-15,75.0,7.0360000000000005,17.0
52970,2017-01-15,36.0,4.0,5.0
18292,2017-01-15,18.0,7.75,4.0
17232,2017-01-15,6.0,6.75,2.0
16387,2017-01-15,87.0,6.967816091954023,20.0
18291,2017-01-15,42.0,6.676904761904762,14.0
16390,2017-01-15,2.0,9.815,4.0
52968,2017-01-15,128.0,3.00921875,15.0
18283,2017-01-15,30.0,7.120000000000001,8.0
16391,2017-01-15,16.0,10.3925,11.0
16392,2017-01-15,16.0,10.3925,10.0
52966,2017-01-15,108.0,8.837962962962964,13.0
18282,2017-01-15,72.0,6.692777777777779,14.0
16397,2017-01-15,6.0012,18.836232753449313,9.0
52964,2017-01-15,4.0,12.695,6.0
20023,2017-01-15,6.0,12.333333333333334,1.0
18238,2017-01-15,30.0,7.103333333333334,8.0
16398,2017-01-15,11.9988,18.841884188418845,8.0
16399,2017-01-15,11.9988,18.841884188418845,9.0
52946,2017-01-15,10.0,9.815000000000001,5.0
18236,2017-01-15,0.0,13.5,1.0
52934,2017-01-15,1164.0,10.01139175257732,30.0
16406,2017-01-15,21.0,6.29,12.0
19776,2017-01-15,6.0,15.0,1.0
5955,2017-01-15,60.0,8.2975,8.0
6057,2017-01-22,384.0,8.816354166666667,30.0
17222,2017-01-22,60.0,6.75,21.0
53026,2017-01-22,15.0,6.098,11.0
16519,2017-01-22,8.0,13.84,1.0
6054,2017-01-22,16.0,5.28,2.0
16384,2017-01-22,18.0,8.912222222222221,10.0
16399,2017-01-22,21.9984,17.61400829151211,13.0
53010,2017-01-22,6.0,8.463333333333333,6.0
52921,2017-01-22,10.0,9.995,5.0
19776,2017-01-22,0.0,15.0,1.0
16407,2017-01-22,10.0,11.072,10.0
17826,2017-01-22,48.0,7.706458333333333,10.0
17829,2017-01-22,48.0,9.051666666666668,9.0
16401,2017-01-22,12.0,7.697500000000001,7.0
52966,2017-01-22,84.0,8.982142857142858,14.0
16397,2017-01-22,8.0016,18.208858228354327,12.0
16383,2017-01-22,6.0,8.825000000000001,14.0
53090,2017-01-22,24.0,4.2908333333333335,6.0
52984,2017-01-22,24.0,7.463333333333334,4.0
18468,2017-01-22,6.0,3.0,6.0
6007,2017-01-22,24.0,7.205416666666667,10.0
53045,2017-01-22,6.0,8.825000000000001,10.0
5955,2017-01-22,72.0,8.2975,11.0
16517,2017-01-22,51.0,7.698235294117647,20.0
18317,2017-01-22,72.0,7.590277777777778,18.0
52916,2017-01-22,20.003999999999998,4.786542691461708,17.0
19772,2017-01-22,18.0,12.4,6.0
52895,2017-01-22,1224.0,4.746070261437909,36.0
52905,2017-01-22,30.0,4.787333333333334,18.0
16376,2017-01-22,12.0,11.533333333333333,13.0
16390,2017-01-22,2.0,9.815,4.0
6011,2017-01-22,0.0,6.9425,1.0
18283,2017-01-22,24.0,7.2316666666666665,9.0
22326,2017-01-22,32.0004,15.999800002499969,12.0
34672,2017-01-22,656.0,15.828628048780487,34.0
16387,2017-01-22,63.0,7.4779365079365085,23.0
52970,2017-01-22,36.0,4.0,6.0
52946,2017-01-22,2.0,9.815,5.0
53027,2017-01-22,27.0,6.775925925925926,12.0
6012,2017-01-22,192.0,11.620572916666665,20.0
16392,2017-01-22,12.0,11.533333333333333,13.0
18318,2017-01-22,16.0,14.625,2.0
18236,2017-01-22,0.0,13.5,1.0
16405,2017-01-22,39.0,7.70948717948718,20.0
19792,2017-01-22,6.0,12.4,5.0
16406,2017-01-22,42.0,8.80857142857143,17.0
53089,2017-01-22,15.0,6.098,12.0
19779,2017-01-22,6.0,12.4,7.0
18465,2017-01-22,12.0,3.0,6.0
5996,2017-01-22,0.0,4.291666666666667,1.0
18466,2017-01-22,0.0,2.7895833333333333,4.0
19788,2017-01-22,18.0,15.0,9.0
52934,2017-01-22,996.0,9.98698795180723,32.0
16386,2017-01-22,27.0,7.714814814814815,20.0
18292,2017-01-22,18.0,8.083333333333334,4.0
5974,2017-01-22,72.0,4.902222222222222,9.0
52977,2017-01-22,14.0,10.880714285714285,6.0
17823,2017-01-22,42.0,9.072142857142858,7.0
19793,2017-01-22,6.0,15.0,1.0
5982,2017-01-22,12.0,8.2975,2.0
18322,2017-01-22,114.0,10.859649122807017,23.0
18335,2017-01-22,30.0,19.75,8.0
17232,2017-01-22,6.0,6.75,2.0
18232,2017-01-22,12.0,7.683333333333334,4.0
52964,2017-01-22,6.0,8.463333333333333,6.0
17224,2017-01-22,12.0,12.75,8.0
16480,2017-01-22,36.0,4.8838888888888885,7.0
52968,2017-01-22,100.0,3.37,18.0
6092,2017-01-22,296.0,16.273750000000003,28.0
6110,2017-01-22,432.0,6.373657407407408,28.0
52909,2017-01-22,30.0,4.787333333333334,18.0
6008,2017-01-22,720.0,7.701069444444445,36.0
18238,2017-01-22,24.0,7.2316666666666665,10.0
22330,2017-01-22,18.0,6.777777777777778,4.0
18282,2017-01-22,66.0,6.741060606060606,18.0
6107,2017-01-22,144.0,4.2908333333333335,19.0
52920,2017-01-22,2.0,9.815,5.0
6002,2017-01-22,636.0,20.35451257861635,36.0
52996,2017-01-22,14.0,10.880714285714285,8.0
19789,2017-01-22,12.0,15.0,1.0
52989,2017-01-22,42.0,9.411904761904761,12.0
17221,2017-01-22,156.0,2.5641025641025643,13.0
16398,2017-01-22,21.9984,17.61400829151211,12.0
16391,2017-01-22,12.0,11.533333333333333,14.0
52901,2017-01-22,52.00320000000001,4.799320041843578,18.0
20023,2017-01-22,0.0,12.333333333333334,1.0
18336,2017-01-22,12.0,4.6866666666666665,5.0
18291,2017-01-22,48.0,6.811458333333334,17.0
53028,2017-01-22,15.0,6.098,12.0
52902,2017-01-22,76.00319999999999,4.78177234642752,19.0
16416,2017-01-22,8.0016,18.208858228354327,12.0
19779,2017-01-29,18.0,12.4,8.0
52977,2017-01-29,4.0,12.695,8.0
18465,2017-01-29,6.0,2.478333333333333,6.0
18292,2017-01-29,0.0,8.083333333333334,4.0
5996,2017-01-29,0.0,4.291666666666667,1.0
19832,2017-01-29,12.0,14.5,1.0
5977,2017-01-29,4.0,7.5425,1.0
18322,2017-01-29,120.0,10.852916666666665,26.0
18238,2017-01-29,48.0,7.135833333333333,11.0
19788,2017-01-29,18.0,15.0,9.0
16386,2017-01-29,24.0,7.716666666666666,21.0
17224,2017-01-29,12.0,12.75,9.0
52934,2017-01-29,924.0,10.014090909090909,33.0
5974,2017-01-29,66.0,8.914242424242424,9.0
52920,2017-01-29,14.0,9.83,7.0
18335,2017-01-29,12.0,19.75,9.0
16480,2017-01-29,36.0,4.88,8.0
17829,2017-01-29,12.0,9.051666666666668,9.0
17232,2017-01-29,6.0,6.833333333333333,3.0
19776,2017-01-29,6.0,15.0,2.0
22326,2017-01-29,30.0,16.0,15.0
18283,2017-01-29,42.0,7.132619047619047,10.0
34672,2017-01-29,584.0,15.891969178082192,35.0
16387,2017-01-29,30.0,7.712999999999999,24.0
18336,2017-01-29,24.0,4.6450000000000005,6.0
52970,2017-01-29,12.0,4.0,6.0
16405,2017-01-29,30.0,7.250666666666666,22.0
52946,2017-01-29,30.0,9.548666666666666,6.0
18466,2017-01-29,0.0,2.7895833333333333,4.0
52996,2017-01-29,20.0,12.693999999999999,10.0
6012,2017-01-29,192.0,11.53359375,20.0
16392,2017-01-29,10.0,13.862,14.0
6107,2017-01-29,216.0,4.316944444444444,21.0
17221,2017-01-29,12.0,5.808333333333334,13.0
18236,2017-01-29,0.0,13.5,1.0
18318,2017-01-29,16.0,14.875,4.0
19792,2017-01-29,0.0,12.4,5.0
20023,2017-01-29,0.0,12.333333333333334,1.0
17231,2017-01-29,6.0,8.333333333333334,1.0
53089,2017-01-29,33.0,6.93,15.0
52968,2017-01-29,84.0,4.012142857142857,18.0
53027,2017-01-29,21.0,6.533809523809524,13.0
17823,2017-01-29,24.0,9.051666666666668,11.0
19793,2017-01-29,0.0,15.0,1.0
6011,2017-01-29,4.0,6.9425,1.0
5982,2017-01-29,0.0,8.2975,2.0
6057,2017-01-29,564.0,8.82790780141844,31.0
16401,2017-01-29,24.0,7.733750000000001,9.0
16383,2017-01-29,15.0,8.806000000000001,16.0
52966,2017-01-29,96.0,8.838541666666666,15.0
22330,2017-01-29,6.0,3.3333333333333335,5.0
16397,2017-01-29,6.0,18.838333333333335,13.0
53090,2017-01-29,36.0,4.2908333333333335,9.0
18468,2017-01-29,24.0,2.5875,7.0
18282,2017-01-29,84.0,6.706785714285714,19.0
52984,2017-01-29,30.0,7.463333333333334,6.0
16407,2017-01-29,6.0,13.876666666666665,11.0
52909,2017-01-29,42.0,4.78,19.0
16416,2017-01-29,0.0,18.208858228354327,12.0
53045,2017-01-29,3.0,8.806666666666667,11.0
16517,2017-01-29,24.0,7.69875,21.0
52902,2017-01-29,44.0016,4.779826188138613,21.0
18317,2017-01-29,96.0,7.483333333333333,21.0
5955,2017-01-29,36.0,8.2975,12.0
52916,2017-01-29,36.0024,4.779681354576361,19.0
52901,2017-01-29,44.001599999999996,4.779826188138613,20.0
16376,2017-01-29,10.0,13.862,14.0
52989,2017-01-29,36.0,9.427777777777777,15.0
52895,2017-01-29,1272.0,4.767877358490566,39.0
6007,2017-01-29,120.0,7.152083333333334,12.0
18232,2017-01-29,6.0,7.683333333333334,4.0
6092,2017-01-29,320.0,16.320406249999998,28.0
52921,2017-01-29,14.0,9.891428571428573,8.0
52905,2017-01-29,18.0,4.779999999999999,19.0
16398,2017-01-29,0.0,17.61400829151211,12.0
19772,2017-01-29,24.0,12.4,9.0
16406,2017-01-29,3.0,8.806666666666667,18.0
18291,2017-01-29,66.0,6.718181818181818,19.0
16391,2017-01-29,18.0,13.900555555555556,15.0
6008,2017-01-29,1128.0,7.699778368794327,38.0
17222,2017-01-29,60.0,5.4,23.0
52964,2017-01-29,4.0,12.695,8.0
53026,2017-01-29,9.0,7.623333333333333,12.0
6002,2017-01-29,510.0,20.36313725490196,36.0
16519,2017-01-29,0.0,13.84,1.0
19789,2017-01-29,0.0,15.0,1.0
16390,2017-01-29,22.0,9.824545454545454,7.0
17826,2017-01-29,66.0,7.710606060606061,12.0
16384,2017-01-29,3.0,8.806666666666667,11.0
6110,2017-01-29,264.0,6.237840909090909,28.0
53010,2017-01-29,4.0,12.695,8.0
6054,2017-01-29,0.0,5.28,2.0
16399,2017-01-29,0.0,17.61400829151211,13.0
53028,2017-01-29,21.0,6.96952380952381,13.0
17221,2017-02-05,36.0,7.491666666666666,14.0
19772,2017-02-05,18.0,12.4,11.0
53028,2017-02-05,21.0,7.129047619047619,15.0
17232,2017-02-05,0.0,6.833333333333333,3.0
16405,2017-02-05,111.0,7.5806306306306315,23.0
18468,2017-02-05,12.0,2.9166666666666665,9.0
52934,2017-02-05,1008.0,9.941289682539683,33.0
16390,2017-02-05,12.0,9.8325,10.0
52968,2017-02-05,156.0,4.006410256410256,20.0
6011,2017-02-05,0.0,6.9425,1.0
52909,2017-02-05,54.0,4.637037037037037,22.0
53026,2017-02-05,21.0,7.129047619047619,14.0
22326,2017-02-05,26.0004,16.018984323318104,18.0
52984,2017-02-05,42.0,7.463333333333334,7.0
16517,2017-02-05,27.0,7.185185185185185,21.0
52916,2017-02-05,28.0032,4.5851902639698325,22.0
16376,2017-02-05,24.0,13.535833333333334,16.0
18335,2017-02-05,48.0,19.75,9.0
52902,2017-02-05,52.0032,4.675096917112793,24.0
52989,2017-02-05,30.0,9.4,16.0
16416,2017-02-05,5.0009999999999994,18.836232753449313,13.0
18282,2017-02-05,96.0,6.685833333333334,20.0
22330,2017-02-05,12.0,6.791666666666667,5.0
53090,2017-02-05,0.0,4.2908333333333335,9.0
18232,2017-02-05,0.0,7.683333333333334,4.0
6092,2017-02-05,368.0,16.269701086956523,28.0
18291,2017-02-05,66.0,6.6877272727272725,20.0
20023,2017-02-05,0.0,12.333333333333334,1.0
52920,2017-02-05,4.0,9.8675,9.0
18238,2017-02-05,48.0,7.107500000000001,12.0
16480,2017-02-05,0.0,4.88,8.0
17231,2017-02-05,0.0,8.333333333333334,1.0
6107,2017-02-05,264.0,4.297310606060606,21.0
18336,2017-02-05,36.0,4.658888888888889,6.0
52996,2017-02-05,4.0,12.695,10.0
6110,2017-02-05,528.0,6.373333333333333,30.0
17829,2017-02-05,24.0,9.051666666666668,9.0
16383,2017-02-05,69.0,8.805942028985507,21.0
16407,2017-02-05,18.0,13.386111111111111,12.0
18283,2017-02-05,30.0,7.120000000000001,11.0
52970,2017-02-05,12.0,4.0,6.0
19789,2017-02-05,0.0,15.0,1.0
53027,2017-02-05,33.0,6.615454545454545,15.0
6012,2017-02-05,300.0,11.4352,20.0
18236,2017-02-05,0.0,13.5,1.0
19792,2017-02-05,0.0,12.4,5.0
18465,2017-02-05,12.0,2.9166666666666665,7.0
5977,2017-02-05,0.0,7.5425,1.0
19788,2017-02-05,12.0,15.0,9.0
6057,2017-02-05,552.0,8.813242753623188,33.0
16386,2017-02-05,99.0,7.697878787878788,21.0
18322,2017-02-05,162.0,10.877037037037036,26.0
52977,2017-02-05,4.0,12.695,8.0
5982,2017-02-05,0.0,8.2975,2.0
19832,2017-02-05,0.0,14.5,1.0
16519,2017-02-05,0.0,13.84,1.0
16406,2017-02-05,9.0,8.806666666666667,19.0
6054,2017-02-05,0.0,5.28,2.0
16384,2017-02-05,9.0,8.806666666666667,13.0
53010,2017-02-05,4.0,12.695,8.0
52921,2017-02-05,28.0,9.8225,10.0
18292,2017-02-05,12.0,7.75,4.0
16391,2017-02-05,16.0,13.329374999999999,17.0
16387,2017-02-05,81.0,7.708641975308642,25.0
6002,2017-02-05,540.0,20.357388888888888,36.0
52895,2017-02-05,1392.0,4.78378591954023,41.0
53045,2017-02-05,9.0,8.806666666666667,13.0
5974,2017-02-05,66.0,8.914242424242424,9.0
6008,2017-02-05,1320.0,7.698772727272728,38.0
52901,2017-02-05,28.0032,4.5851902639698325,23.0
6007,2017-02-05,144.0,7.152152777777778,13.0
5996,2017-02-05,0.0,4.291666666666667,1.0
19779,2017-02-05,18.0,12.4,9.0
16397,2017-02-05,5.0009999999999994,18.836232753449313,14.0
52966,2017-02-05,120.0,8.863666666666665,19.0
52964,2017-02-05,4.0,12.695,8.0
5955,2017-02-05,72.0,8.2975,13.0
52905,2017-02-05,54.0,4.637037037037037,22.0
53089,2017-02-05,33.0,7.3087878787878795,17.0
17823,2017-02-05,12.0,9.051666666666668,13.0
18317,2017-02-05,120.0,7.500666666666666,23.0
17222,2017-02-05,96.0,5.90625,25.0
17826,2017-02-05,60.0,7.697500000000001,13.0
19793,2017-02-05,0.0,15.0,1.0
16392,2017-02-05,16.0,13.329374999999999,16.0
18318,2017-02-05,16.0,14.625,5.0
52946,2017-02-05,12.0,9.8325,8.0
17224,2017-02-05,16.0,12.75,10.0
19776,2017-02-05,0.0,15.0,2.0
16401,2017-02-05,60.0,7.2355,11.0
18466,2017-02-05,12.0,2.9166666666666665,6.0
16398,2017-02-05,9.999,18.84188418841884,13.0
16399,2017-02-05,9.999,18.84188418841884,14.0
34672,2017-02-05,600.0,15.825983333333333,35.0
52977,2017-02-12,8.0,10.08625,10.0
19832,2017-02-12,0.0,14.5,1.0
52905,2017-02-12,54.0,5.073333333333334,18.0
53026,2017-02-12,9.0,6.606666666666666,14.0
19793,2017-02-12,0.0,15.0,1.0
16519,2017-02-12,0.0,13.84,1.0
5982,2017-02-12,12.0,9.051666666666668,2.0
16391,2017-02-12,20.0,14.638,15.0
5977,2017-02-12,0.0,7.5425,1.0
5974,2017-02-12,30.0,4.525,10.0
18283,2017-02-12,24.0,7.524166666666667,11.0
16387,2017-02-12,75.0,8.451866666666666,25.0
34672,2017-02-12,704.0,15.824985795454545,35.0
52970,2017-02-12,24.0,4.0,5.0
53027,2017-02-12,21.0,6.0980952380952385,14.0
53089,2017-02-12,21.0,7.187619047619047,17.0
6012,2017-02-12,228.0,12.200263157894737,21.0
16392,2017-02-12,4.0,14.595,15.0
18322,2017-02-12,96.0,11.611770833333333,28.0
19792,2017-02-12,6.0,12.4,4.0
18465,2017-02-12,24.0,2.9583333333333335,7.0
5955,2017-02-12,24.0,9.069583333333332,12.0
19779,2017-02-12,12.0,12.4,10.0
5996,2017-02-12,0.0,4.291666666666667,1.0
17222,2017-02-12,120.0,6.75,27.0
19788,2017-02-12,12.0,15.75,9.0
16386,2017-02-12,27.0,8.468148148148147,19.0
18292,2017-02-12,0.0,7.75,3.0
18236,2017-02-12,0.0,13.5,1.0
6054,2017-02-12,0.0,5.28,2.0
16407,2017-02-12,2.0,14.595,12.0
16399,2017-02-12,1.9998,20.35203520352035,12.0
52964,2017-02-12,8.0,10.08625,10.0
18232,2017-02-12,6.0,7.683333333333334,5.0
6110,2017-02-12,264.0,7.226780303030303,28.0
6002,2017-02-12,348.0,21.868936781609193,36.0
6092,2017-02-12,264.0,16.867386363636363,29.0
18291,2017-02-12,30.0,7.131666666666666,19.0
16398,2017-02-12,7.9998000000000005,20.34925873146829,13.0
20023,2017-02-12,0.0,12.333333333333334,1.0
22330,2017-02-12,15.0,6.766666666666667,6.0
52920,2017-02-12,8.0,10.56875,8.0
17224,2017-02-12,20.0,12.75,10.0
16480,2017-02-12,12.0,4.88,7.0
17231,2017-02-12,0.0,8.333333333333334,1.0
6107,2017-02-12,120.0,4.305083333333333,20.0
18336,2017-02-12,12.0,4.6866666666666665,5.0
52996,2017-02-12,8.0,10.08625,12.0
19776,2017-02-12,6.0,15.75,3.0
19789,2017-02-12,6.0,15.75,2.0
18238,2017-02-12,24.0,7.524166666666667,11.0
16416,2017-02-12,7.0001999999999995,20.34656152681352,12.0
18282,2017-02-12,60.0,7.098333333333333,22.0
52895,2017-02-12,1128.0,5.536099290780142,40.0
53010,2017-02-12,8.0,10.08625,10.0
52921,2017-02-12,8.0,10.67625,9.0
6007,2017-02-12,0.0,7.152152777777778,11.0
22326,2017-02-12,43.0002,16.01155343463519,19.0
6057,2017-02-12,420.0,10.31690476190476,34.0
16383,2017-02-12,0.0,8.805942028985507,15.0
52966,2017-02-12,96.0,9.645833333333334,20.0
16397,2017-02-12,1.0002,20.335932813437314,12.0
52984,2017-02-12,30.0,8.297,8.0
53090,2017-02-12,12.0,5.045,6.0
16517,2017-02-12,75.0,8.4576,22.0
53045,2017-02-12,0.0,8.806666666666667,9.0
52916,2017-02-12,44.004000000000005,5.458594673211525,18.0
16376,2017-02-12,12.0,14.666666666666666,15.0
18335,2017-02-12,30.0,20.765,11.0
52902,2017-02-12,44.004000000000005,5.458594673211525,19.0
52901,2017-02-12,68.004,5.1923416269631195,19.0
18317,2017-02-12,24.0,8.275,24.0
52989,2017-02-12,54.0,9.40925925925926,18.0
16384,2017-02-12,0.0,8.806666666666667,9.0
16405,2017-02-12,99.0,8.456161616161618,26.0
16406,2017-02-12,24.0,10.315,13.0
16401,2017-02-12,60.0,8.458833333333335,12.0
18318,2017-02-12,8.0,15.4375,6.0
18468,2017-02-12,18.0,2.9722222222222223,9.0
16390,2017-02-12,0.0,9.8325,9.0
17823,2017-02-12,12.0,9.77,13.0
17829,2017-02-12,48.0,9.814791666666666,8.0
53028,2017-02-12,9.0,6.606666666666666,15.0
6011,2017-02-12,0.0,6.9425,1.0
52934,2017-02-12,996.0,9.98937751004016,33.0
18466,2017-02-12,6.0,2.9166666666666665,7.0
6008,2017-02-12,648.0,8.452993827160494,38.0
52968,2017-02-12,108.0,4.0092592592592595,20.0
52909,2017-02-12,30.0,5.368666666666667,16.0
19772,2017-02-12,18.0,12.4,13.0
52946,2017-02-12,8.0,10.56875,8.0
17221,2017-02-12,12.0,5.808333333333334,14.0
17826,2017-02-12,30.0,8.466000000000001,13.0
17232,2017-02-12,0.0,6.833333333333333,2.0
16519,2017-02-19,0.0,13.84,1.0
52964,2017-02-19,10.0,13.45,11.0
52977,2017-02-19,10.0,13.45,12.0
5982,2017-02-19,0.0,9.051666666666668,2.0
52905,2017-02-19,48.0,5.430833333333333,18.0
17826,2017-02-19,36.0,8.463611111111112,13.0
19832,2017-02-19,6.0,15.25,2.0
52968,2017-02-19,108.0,4.064814814814815,18.0
22330,2017-02-19,33.0,6.7272727272727275,11.0
18232,2017-02-19,0.0,7.683333333333334,3.0
6002,2017-02-19,510.0,21.875529411764706,35.0
6008,2017-02-19,840.0,8.459369047619047,36.0
18322,2017-02-19,108.0,11.75925925925926,27.0
5974,2017-02-19,96.0,8.485833333333334,13.0
